Sample ID	Manual annotation	Sample info #manual annotation	UBER_ID	MONDO_ID
SRR1146155	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146156	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146157	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146158	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146159	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146160	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146161	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146162	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146163	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146164	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146165	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146166	skin of body		UBERON:0002097	na
SRR1146167	skin of body		UBERON:0002097	na
SRR1146168	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146169	skin of body		UBERON:0002097	na
SRR1146170	skin of body		UBERON:0002097	na
SRR1146171	skin of body		UBERON:0002097	na
SRR1146172	skin of body		UBERON:0002097	na
SRR1146173	skin of body		UBERON:0002097	na
SRR1146174	skin of body		UBERON:0002097	na
SRR1146175	skin of body		UBERON:0002097	na
SRR1146176	skin of body		UBERON:0002097	na
SRR1146177	skin of body		UBERON:0002097	na
SRR1146178	skin of body		UBERON:0002097	na
SRR1146179	skin of body		UBERON:0002097	na
SRR1146180	skin of body		UBERON:0002097	na
SRR1146181	skin of body		UBERON:0002097	na
SRR1146182	skin of body		UBERON:0002097	na
SRR1146183	skin of body		UBERON:0002097	na
SRR1146184	skin of body		UBERON:0002097	na
SRR1146185	skin of body		UBERON:0002097	na
SRR1146186	skin of body		UBERON:0002097	na
SRR1146187	skin of body		UBERON:0002097	na
SRR1146188	skin of body		UBERON:0002097	na
SRR1146189	skin of body		UBERON:0002097	na
SRR1146190	skin of body		UBERON:0002097	na
SRR1146191	skin of body		UBERON:0002097	na
SRR1146192	skin of body		UBERON:0002097	na
SRR1146193	skin of body		UBERON:0002097	na
SRR1146194	skin of body		UBERON:0002097	na
SRR1146195	skin of body		UBERON:0002097	na
SRR1146196	skin of body		UBERON:0002097	na
SRR1146197	skin of body		UBERON:0002097	na
SRR1146198	skin of body		UBERON:0002097	na
SRR1146199	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146200	skin of body		UBERON:0002097	na
SRR1146201	skin of body		UBERON:0002097	na
SRR1146202	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146203	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146204	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146205	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146206	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146207	skin of body		UBERON:0002097	na
SRR1146208	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146209	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146210	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146211	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146212	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146213	skin of body		UBERON:0002097	na
SRR1146214	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146215	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146216	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146218	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146219	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146220	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146221	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146222	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146223	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146224	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146225	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146226	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146227	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146228	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146229	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146230	skin of body		UBERON:0002097	na
SRR1146231	skin of body		UBERON:0002097	na
SRR1146233	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146234	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146235	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146236	skin of body		UBERON:0002097	na
SRR1146237	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146238	skin of body		UBERON:0002097	na
SRR1146239	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146240	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146241	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146242	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146243	skin of body		UBERON:0002097	na
SRR1146244	skin of body		UBERON:0002097	na
SRR1146245	skin of body		UBERON:0002097	na
SRR1146246	skin of body		UBERON:0002097	na
SRR1146247	skin of body		UBERON:0002097	na
SRR1146248	skin of body		UBERON:0002097	na
SRR1146249	skin of body		UBERON:0002097	na
SRR1146250	skin of body		UBERON:0002097	na
SRR1146252	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146253	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146254	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1150531	external soft tissue zone	leiomyoma	UBERON:0034929	MONDO:0001572
SRR1150533	external soft tissue zone	leiomyoma	UBERON:0034929	MONDO:0001572
SRR1150537	external soft tissue zone	leiomyoma	UBERON:0034929	MONDO:0001572
SRR1163054	skeletal muscle tissue	alveolar soft part sarcoma	UBERON:0001134	MONDO:0011655
SRR1163055	skeletal muscle tissue	alveolar soft part sarcoma	UBERON:0001134	MONDO:0011655
SRR1163056	skeletal muscle tissue	alveolar soft part sarcoma	UBERON:0001134	MONDO:0011655
SRR1163057	skeletal muscle tissue	alveolar soft part sarcoma	UBERON:0001134	MONDO:0011655
SRR1163058	skeletal muscle tissue	alveolar soft part sarcoma	UBERON:0001134	MONDO:0011655
SRR1163059	skeletal muscle tissue		UBERON:0001134	na
SRR1163060	skeletal muscle tissue		UBERON:0001134	na
SRR1163061	skeletal muscle tissue		UBERON:0001134	na
SRR1164788	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164789	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164790	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164791	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164792	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164793	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164795	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164796	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164797	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164798	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164799	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164800	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164801	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164802	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164803	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164804	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164805	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164806	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164807	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164808	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164809	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164810	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164811	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164812	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164813	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164814	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164815	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164816	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164817	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164818	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164819	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164820	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164822	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164823	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164825	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164826	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164827	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164828	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164829	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164830	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164831	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164832	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164834	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164835	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164836	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164837	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164838	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164839	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164840	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164841	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164843	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164844	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164845	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164846	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164847	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164848	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164849	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164851	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164853	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164854	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164855	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164856	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164857	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164858	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164859	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164860	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164862	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164863	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164864	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164865	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164867	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164868	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164869	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164870	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164871	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164872	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164873	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164874	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164875	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164876	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164877	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164878	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164879	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164880	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164881	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164882	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164883	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164885	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164886	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164887	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164888	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164889	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164890	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164891	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1164892	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR1168834	omental fat pad		UBERON:0010414	na
SRR1168840	omental fat pad		UBERON:0010414	na
SRR1168845	omental fat pad		UBERON:0010414	na
SRR1168852	omental fat pad		UBERON:0010414	na
SRR1168859	omental fat pad	obesity	UBERON:0010414	MONDO:0011122
SRR1168866	omental fat pad	obesity	UBERON:0010414	MONDO:0011122
SRR1168873	omental fat pad	obesity	UBERON:0010414	MONDO:0011122
SRR1169862	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1169863	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1169864	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1169865	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1169866	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1169867	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1169868	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1169869	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1177667	blood		UBERON:0000178	na
SRR1177669	blood		UBERON:0000178	na
SRR1177671	blood		UBERON:0000178	na
SRR1177673	blood		UBERON:0000178	na
SRR1177675	blood		UBERON:0000178	na
SRR1177677	blood		UBERON:0000178	na
SRR1177679	blood		UBERON:0000178	na
SRR1177681	blood		UBERON:0000178	na
SRR1177683	blood		UBERON:0000178	na
SRR1177685	blood		UBERON:0000178	na
SRR1177687	blood		UBERON:0000178	na
SRR1177689	blood		UBERON:0000178	na
SRR1177691	blood		UBERON:0000178	na
SRR1177693	blood		UBERON:0000178	na
SRR1177695	blood		UBERON:0000178	na
SRR1177697	blood		UBERON:0000178	na
SRR1181601	aortic valve	calcific aortic valve stenosis	UBERON:0002137	MONDO:0042981
SRR1181602	aortic valve	calcific aortic valve stenosis	UBERON:0002137	MONDO:0042981
SRR1181603	aortic valve	calcific aortic valve stenosis	UBERON:0002137	MONDO:0042981
SRR1181604	aortic valve	calcific aortic valve stenosis	UBERON:0002137	MONDO:0042981
SRR1181605	aortic valve	calcific aortic valve stenosis	UBERON:0002137	MONDO:0042981
SRR1181606	aortic valve	calcific aortic valve stenosis	UBERON:0002137	MONDO:0042981
SRR1181607	aortic valve	calcific aortic valve stenosis	UBERON:0002137	MONDO:0042981
SRR1181608	aortic valve	calcific aortic valve stenosis	UBERON:0002137	MONDO:0042981
SRR1181609	aortic valve	calcific aortic valve stenosis	UBERON:0002137	MONDO:0042981
SRR1181610	tricuspid valve		UBERON:0002134	na
SRR1181611	tricuspid valve		UBERON:0002134	na
SRR1181612	tricuspid valve		UBERON:0002134	na
SRR1181613	tricuspid valve		UBERON:0002134	na
SRR1181614	tricuspid valve		UBERON:0002134	na
SRR1181615	tricuspid valve		UBERON:0002134	na
SRR1181616	tricuspid valve		UBERON:0002134	na
SRR1181617	tricuspid valve		UBERON:0002134	na
SRR1181618	tricuspid valve		UBERON:0002134	na
SRR1181619	tricuspid valve		UBERON:0002134	na
SRR1186052	spleen	hepatosplenic T-cell lymphoma	UBERON:0002106	MONDO:0019474
SRR1186053	spleen	hepatosplenic T-cell lymphoma	UBERON:0002106	MONDO:0019474
SRR1186054	spleen	hepatosplenic T-cell lymphoma	UBERON:0002106	MONDO:0019474
SRR1186056	spleen		UBERON:0002106	na
SRR1186057	lymph node	peripheral T-cell lymphoma	UBERON:0000029	MONDO:0004964
SRR1186058	lymph node	peripheral T-cell lymphoma	UBERON:0000029	MONDO:0004964
SRR1186059	spleen	peripheral T-cell lymphoma	UBERON:0002106	MONDO:0004964
SRR1186600	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1186601	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1186602	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1186603	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1186604	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1186605	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1186606	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1186607	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1186608	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1186609	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1186610	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1186611	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1186613	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1186614	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1186615	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1199126	adrenal gland	adrenal gland cancer	UBERON:0002369	MONDO:0002817
SRR1200850	endometrium	adjacent normal tissue of endometrial carcinoma	UBERON:0001295	na
SRR1200852	endometrium	endometrial carcinoma	UBERON:0001295	MONDO:0002447
SRR1200854	endometrium	adjacent normal tissue of endometrial carcinoma	UBERON:0001295	na
SRR1200856	endometrium	endometrial carcinoma	UBERON:0001295	MONDO:0002447
SRR1200858	endometrium	adjacent normal tissue of endometrial carcinoma	UBERON:0001295	na
SRR1200860	endometrium	endometrial carcinoma	UBERON:0001295	MONDO:0002447
SRR1200862	endometrium	adjacent normal tissue of endometrial carcinoma	UBERON:0001295	na
SRR1200864	endometrium	endometrial carcinoma	UBERON:0001295	MONDO:0002447
SRR1200866	endometrium	adjacent normal tissue of endometrial carcinoma	UBERON:0001295	na
SRR1200868	endometrium	endometrial carcinoma	UBERON:0001295	MONDO:0002447
SRR1200870	endometrium	endometrial carcinoma	UBERON:0001295	MONDO:0002447
SRR1200872	endometrium	adjacent normal tissue of endometrial carcinoma	UBERON:0001295	na
SRR1200874	endometrium	adjacent normal tissue of endometrial carcinoma	UBERON:0001295	na
SRR1200876	endometrium	endometrial carcinoma	UBERON:0001295	MONDO:0002447
SRR1200878	endometrium	adjacent normal tissue of endometrial carcinoma	UBERON:0001295	na
SRR1200880	endometrium	endometrial carcinoma	UBERON:0001295	MONDO:0002447
SRR1200882	endometrium	adjacent normal tissue of endometrial carcinoma	UBERON:0001295	na
SRR1200884	endometrium	endometrial carcinoma	UBERON:0001295	MONDO:0002447
SRR1206035	cerebral cortex		UBERON:0000956	na
SRR1206036	cerebral cortex		UBERON:0000956	na
SRR1206037	cerebral cortex		UBERON:0000956	na
SRR1206038	cerebral cortex		UBERON:0000956	na
SRR1206039	cerebral cortex		UBERON:0000956	na
SRR1206045	cerebral cortex		UBERON:0000956	na
SRR1220143	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1220144	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1220145	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1220146	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
